31/8/18,-7.8,AMEX MCDONALDS HARBOURSIDE    DARLING HARB015
30/8/18,-44.62,AMEX WOOLWORTHS 1248 TOWN HALLSYDNEY      015
28/8/18,-9.5,PERENNIAL GROUP PTY      SYDNEY      NSW
28/8/18,-11,360 PRINT SOLUTIONS      SYDNEY      NSW
27/8/18,-537.33,QBE CTP                  SYDNEY
27/8/18,39.72,globalblue.com/rules     MOLNDAL     SWE
27/8/18,-10.5,Soul Origin - The Gal    Sydney      NSW
27/8/18,-22.23,SYDNEY WATER             PARRAMATTA
23/8/18,-1.41,INTNL TRANSACTION FEE
23/8/18,-47,HMSHOST AMSTERDAM SCHI   SCHIPHOL AIRNLD ##0818          29.50 EURO NATL CURR UNI
23/8/18,-2.63,INTNL TRANSACTION FEE
23/8/18,-87.62,IZ *Taxi Tej             AMSTERDAM   NLD ##0818          55.00 EURO NATL CURR UNI
22/8/18,-1.55,INTNL TRANSACTION FEE
22/8/18,-51.64,Rederij Lovers BV        Amsterdam   NLD ## NLD MERCHANT
22/8/18,-2.37,INTNL TRANSACTION FEE
22/8/18,-78.98,NS AMSTERDAM CENTRAAL    AMSTERDAM   NLD ##0818          50.00 EURO NATL CURR UNI
22/8/18,-0.57,INTNL TRANSACTION FEE
22/8/18,-18.84,Cafe Thijssen            Amsterdam   NLD ##0818          12.00 EURO NATL CURR UNI
21/8/18,-12.66,AMEX L'OCCITANE               BERGAMO ##0818           8.00 EURO NATL CURR UNI
21/8/18,-359.65,AMEX HARMONT & BLAINE         SEGRATE ##0818         229.00 EURO NATL CURR UNI
21/8/18,-2.3,INTNL TRANSACTION FEE
21/8/18,-76.61,HERTZ ITALIANA SPA       ROMA        ITA ##0818          48.80 EURO NATL CURR UNI
21/8/18,-2.97,INTNL TRANSACTION FEE
21/8/18,-98.91,KEROPETROL STAZ SERVIZ   MILANO      ITA ##0818          63.00 EURO NATL CURR UNI
21/8/18,-0.76,INTNL TRANSACTION FEE
21/8/18,-25.43,MYCHEF MI LINATE         SEGRATE     ITA ##0818          16.20 EURO NATL CURR UNI
21/8/18,-0.37,INTNL TRANSACTION FEE
21/8/18,-12.4,MYCHEF MI LINATE         SEGRATE     ITA ##0818           7.90 EURO NATL CURR UNI
20/8/18,-0.65,INTNL TRANSACTION FEE
20/8/18,-21.77,BAR PIN S.A.S. DI MANE   DERVIO      ITA ##0818          13.90 EURO NATL CURR UNI
20/8/18,-0.8,INTNL TRANSACTION FEE
20/8/18,-26.62,AUTOGRILL 7175           MILANO      ITA ##0818          17.00 EURO NATL CURR UNI
20/8/18,-10.72,INTNL TRANSACTION FEE
20/8/18,-357.42,Alfa Amsterdam Hotel     AMSTERDAM   NLD ##0818         228.23 EURO NATL CURR UNI
20/8/18,91,"PAYMENT RECEIVED, THANK YOU"
19/8/18,-3.53,INTNL TRANSACTION FEE
19/8/18,-117.61,STAZIONE SERVIZIO        MILANO      ITA ##0818          75.00 EURO NATL CURR UNI
17/8/18,-0.11,INTNL TRANSACTION FEE
17/8/18,-3.76,METRO PARK LUCCA         LUCCA       LU ##0818           2.40 EURO NATL CURR UNI
12/8/18,-1.83,INTNL TRANSACTION FEE
12/8/18,-60.86,LIDL 711                 LATINA      ITA ##0818          38.76 EURO NATL CURR UNI
10/8/18,-1.06,INTNL TRANSACTION FEE
10/8/18,-35.41,STARBUCKS (NS RB)        EINDHOVEN AINLD ##0818          22.55 EURO NATL CURR UNI
10/8/18,-41.03,INTEREST CHARGES
6/8/18,34,"PAYMENT RECEIVED, THANK YOU"
3/8/18,-23,YHH INVESTMENTS PTY      NORTH RYDE  NSW
3/8/18,-4.3,CAFE AT THE SQUARE       HAYMARKET
2/8/18,-8,THE TRINITY RJ PTY LTD   SYDNEY
30/7/18,-1.5,WOOLWORTHS W1716         HAYMARKET
28/7/18,-11.7,PRADHAN ENTERPRISES      KELLYVILLE  NSW
28/7/18,-6.98,COSTCO WHOLESALE AUSTR   MARSDEN PARK
27/7/18,-6.6,Sushi Hub Town Hall      Sydney      NSW
27/7/18,-8.5,FARMA                    SYDNEY      NSW
26/7/18,-20.5,RD1 8BIT-SYDNEY PTY      HAYMARKET   NSW
26/7/18,-80,TRANSPORT FOR NSW        CHIPPENDALE
23/7/18,-9.95,SUBWAY CIRCULAR QUAY     SYDNEY      NSW
23/7/18,-4.3,CAFE AT THE SQUARE       HAYMARKET
22/7/18,-12,G & C ISAAC HOLDINGS     NORTH RYDE  NSW
22/7/18,-10.24,INTNL TRANSACTION FEE
22/7/18,-341.41,easyJetEVHCG8S           EASYJET     GBR ##0718         214.88 EURO NATL CURR UNI
22/7/18,-20.44,INTNL TRANSACTION FEE
22/7/18,-681.23,RENTALCARS.COM           441618366700GBR ## GBR MERCHANT
22/7/18,-184.72,WWW.RENTALCOVER.COM      WILLOUGHBY  NSW
22/7/18,-998.4,AMEX DAVID JONES MACQUARIE CENSYDNEY      015
22/7/18,-27.47,AMEX DAVID JONES MACQUARIE CENSYDNEY      015
21/7/18,-30.95,XL DRY CLEANERS          NORTH RYDE  NSW
21/7/18,-50,TRANSPORT FOR NSW        CHIPPENDALE
20/7/18,-14.7,GUZMAN Y GOMEZ ICC DAR   PYRMONT
19/7/18,-12,Gozleme Kings Co Pty L   SYDNEY      NSW
16/7/18,-91.87,NAKED WINES AUSTRALIA    NEWPORT
16/7/18,-11.5,OPORTO THE GALLERIES     SYDNEY      NSW
15/7/18,-0.01,NAKED WINES AUSTRALIA    NEWPORT
15/7/18,0.01,NAKED WINES AUSTRALIA    NEWPORT
14/7/18,-52.5,MYRDLYJ PTY. LIMITED     DURAL       NSW
13/7/18,-22.75,AMEX WOOLWORTHS 1248 TOWN HALLSYDNEY      015
13/7/18,-15.2,GUZMAN Y GOMEZ ICC DAR   PYRMONT
13/7/18,-7.8,CAFE AT THE SQUARE       HAYMARKET
12/7/18,-9.5,PERENNIAL GROUP PTY      SYDNEY      NSW
12/7/18,-6.6,Sushi Hub Town Hall      Sydney      NSW
12/7/18,-17.39,INTEREST CHARGES
11/7/18,-60,ELI TRADING SYDNEY P     TURRUMURRA  NSW
10/7/18,-7.3,CAFE AT THE SQUARE       HAYMARKET
9/7/18,2509.38,"PAYMENT RECEIVED, THANK YOU"
9/7/18,-4.3,CAFE AT THE SQUARE       HAYMARKET
7/7/18,-20.9,MCDONALDS NORTH RYDE     NORTH RYDE
6/7/18,-26.19,NOK NOK                  SYDNEY      NSW
6/7/18,-4.3,CAFE AT THE SQUARE       HAYMARKET
4/7/18,-14,MUMBAI EXPRESS CENTR     SYDNEY      NSW
3/7/18,-15.2,GUZMAN Y GOMEZ ICC DAR   PYRMONT
3/7/18,-8.1,CAFE AT THE SQUARE       HAYMARKET
2/7/18,-4.3,CAFE AT THE SQUARE       HAYMARKET
1/7/18,-50,AMEX DAN MURPHYS 1428 NORTH RYNORTH RYDE  015
