"age","currentCreditScore","gender","totalCustomerTimeWithUs","numProducts","hasCreditCard","income","currentBalance","education","dependents","originalCreditScore","hasPersonalLoanAccount","mobileOrLandline","paperless","RBArateNow","RBArateAtOrigination","originalHPI","currentHPI","originalLTV","currentLTV","originalTimeToMaturity","originalInterestRate","currentInterestRate","principle","investmentProperty","firstHomeBuyer","timeSinceOrigination","monthlyMinimum","offsetAccountSize","maxMonthsLateInARow","averageRepaymentRatio","numberOfMissedPayments","externalRefinance","originationChannel","inbound_calls","outbound_calls","avg_dur_inbound","avg_dur_outbound","inbound_emails","outbound_emails","inbound_texts","outbound_texts","website_views","pricing_views","numberStatementsPrintedRecently","pri_contact_meth","lendureTenure","lenderLoanComposition","lenderImpliedChurnChance","churn"
31,528,"Male",6,2,0,80181.12,485361.40761211,7,1,839.783314675804,1,0,0,6.75,6.5,214.661555460745,124.757825981263,0,0,35,6.34786632354371,9.5299793316517,2571725,0,1,3,21187.9701296421,0,0,1.14956588014029,0,TRUE,1,1,0,3,0,3,0,1,1,2,0,1,2,7.9880809244209,0.203879028232202,4.25504567642779,1
24,497,"Male",3,2,1,76390.01,470154.202007359,4,1,1003.58612132228,1,0,0,7.25,7.5,211.575748845318,150.238553822853,83.2030318136842,255.533065382866,33,7.28714863955975,10.0335943743121,7680577,0,1,4,66686.0199646465,0,1,1.25899659232236,2,TRUE,1,2,2,1,4,1,2,6,1,0,1,2,1,8.47371590548858,0.014045447692465,-1.36993858807723,1
34,476,"Female",10,2,1,26260.98,456998.16242507,3,0,941.177972110064,1,0,0,8.25,2.25,230,168.165856437526,51.0435204462327,257.424538104334,30,2.18305200873874,11.1083610942587,8467445,0,1,1,81331.5374777365,113988.334747252,1,1.24311863146722,1,TRUE,1,1,0,2,0,6,2,0,2,0,1,2,1,3.0816316572299,0.326440147929865,1.82656578044896,1
25,549,"Female",5,2,0,190857.79,499151.105136892,10,1,600.522872334902,1,0,0,9.75,8.25,109.476662054591,195.17204215612,1.56188507243611,87.8982603835753,45,8.58149941614829,12.2811468534637,1345765,1,1,1,13829.5551671917,0,1,1.07969307871535,1,TRUE,1,0,1,1,1,5,1,1,0,1,1,1,2,3.15807010545316,0.149639098811956,-1.68276663339054,1
35,635,"Female",7,2,1,65951.65,625137.229461428,5,0,693.518739593267,1,0,0,8.5,5.75,230,60.4343340134631,116.224582422937,108.331848874858,28,5.98495642165653,11.571370952297,1670685,0,0,1,16777.4561963587,0,2,1.04645207850263,2,TRUE,0,1,1,0,1,1,0,2,2,1,2,1,0,5.80833001893438,0.147751878838705,5.77926566768044,1
45,616,"Male",3,2,0,64327.26,469976.908467868,3,0,905.569139800098,1,0,0,7.75,9.75,187.26214210295,153.424625201344,32.5909101100995,101.943590662651,25,9.65137576591223,11.1665136911906,606509,0,0,5,6017.62882644661,0,2,0.714082518778741,6,TRUE,0,0,7,1,1,1,7,0,1,2,1,0,1,4.61264420241368,0.15231700522323,3.64191231405065,1
58,653,"Male",1,1,1,5097.67,379974.909136766,5,0,665.360903628368,0,1,1,9.75,8,230,167.436823994937,176.284211434541,94.233420677022,38,7.74409552710131,12.3665570144076,122575,0,0,7,1275.08018011366,204626.051545729,0,0.743610720615834,0,TRUE,0,3,0,2,0,0,0,2,1,1,0,2,1,5.85896730354743,0.282568179059253,-0.875962813117695,0
24,549,"Female",9,2,1,14406.41,472270.195588218,3,1,634.825338403684,1,0,0,2.25,5.5,139.481201475738,133.309523319324,78.2939890242195,18.3614513512371,23,5.50902258604765,5.5620916923508,1194364,0,1,10,7678.82888393183,0,2,0.999591025151312,3,TRUE,1,1,5,1,2,1,4,0,2,1,1,0,1,5.29921870608098,0.163520334820026,-5.50055581115095,0
45,587,"Male",6,1,0,158684.81,288869.993868664,2,0,543.091032327352,1,0,0,5.25,3,193.47463152581,122.929830423606,0,80.8225040422347,38,3.4771364768967,8.53919363254681,2579291,1,0,4,19107.4983411662,226166.355951041,1,1.07874319897965,1,TRUE,0,0,0,3,4,1,2,1,0,1,3,0,0,5.99108099804207,0.0514959156578798,1.96272629155408,0
24,726,"Female",6,2,1,54724.03,534339.504470154,0,1,790.079832381393,1,0,0,6.5,3.75,182.094674886337,148.364965166525,43.8551524543199,214.00999169209,42,4.13920228974894,9.74881594371982,312761,0,1,12,2584.66385958051,0,2,1.23518345593475,3,TRUE,1,0,5,2,2,1,3,1,2,2,0,1,0,5.40840228828875,0.15044012021626,-5.24988591981444,0
41,732,"Male",8,2,1,170886.17,448678.442113947,8,0,467.654490489123,1,0,0,5.75,9,230,238.088046576636,161.8668440491,215.258901323591,34,9.00590814929456,8.98950588493608,1782573,1,0,1,14021.0309998892,192368.086318127,1,0.921018700348213,1,TRUE,0,2,0,1,2,1,0,1,4,1,1,0,0,7.65229502400291,0.155590324912828,-1.95530246428652,0
32,636,"Female",8,2,1,138555.46,489939.547089208,7,0,535.982706143084,1,0,0,5,7.25,207.494467510434,115.597653878424,8.62960895012976,188.129647902294,28,7.04691740125418,8.02180274249986,1692788,0,1,2,12666.2917536649,0,0,1.2232130412478,0,TRUE,1,0,0,0,0,1,0,1,1,2,1,1,0,5.96887205115063,0.158026436509971,7.82181173499013,1
38,510,"Female",4,1,1,118913.53,425283.54549291,0,0,593.70150668027,0,0,0,6.5,6.75,197.667256460414,59.4795896365498,164.154380448901,0,22,7.10271667526104,9.32276694313623,231235,0,0,5,2064.0132842006,198247.19138009,0,1.22140165176243,0,TRUE,0,0,0,1,0,0,0,1,2,2,0,0,2,5.18573835331331,0.0298998261359101,-1.14345845275691,0
46,669,"Male",3,2,0,8487.75,382262.481191498,0,0,265.574315629331,1,0,0,5.25,3.5,159.037022212327,153.188771249981,93.3980696507812,162.556825817957,34,3.34158932464197,8.2808572310023,4028257,0,0,3,29586.568684619,283266.228722512,0,0.953617269732058,0,TRUE,0,0,0,0,2,1,0,0,0,1,1,0,1,7.13348191013515,0.234532032236961,1.61251667222882,0
38,846,"Female",5,1,1,187616.16,484850.482184799,3,0,951.165201336358,0,0,0,9,3,230,150.057179299418,99.38269993921,62.0456775670801,24,2.93166270246729,11.50115555292,2277609,1,0,9,23324.6550288916,379444.294543185,2,0.764691103994846,2,TRUE,0,1,3,0,3,2,3,1,0,0,1,0,2,7.23486007213489,0,4.92781400790293,0
25,577,"Male",3,2,0,124508.29,589071.590418372,6,1,715.528204674629,1,0,0,3,2.5,230,168.42202679598,90.1166786299365,158.520969951375,32,2.0243602944538,5.81256135948934,2539004,0,1,2,14577.9934224842,0,0,1.10290433354676,0,TRUE,1,1,0,0,2,1,0,0,1,0,2,1,2,8.25461050577273,0.115698666634811,0.401395445986592,0
36,756,"Male",2,1,1,170041.95,555491.173870905,7,0,750.518922003619,0,0,0,7.5,5,230,262.917136040979,22.1937318767557,0,36,5.00752018857747,10.5341068664566,3998691,1,0,4,35925.6265180128,0,0,0.864714506175369,0,TRUE,0,2,0,3,2,2,0,1,2,1,0,2,2,6.21616216776453,0.177433644535096,-3.08754429216421,1
44,571,"Male",9,2,0,38433.35,458084.511344507,7,0,693.988319813549,1,0,0,7,7,212.870733386662,227.648461677745,19.5817062728944,78.8311247839447,39,6.75006985547952,10.1068882383406,493817,0,0,8,4242.87607280146,232007.14188395,2,1.04848025040701,2,TRUE,0,0,3,3,1,0,2,0,1,2,2,1,1,5.30283323376305,0.351651001588583,1.98677423279551,0
43,574,"Female",3,1,1,100187.43,502676.62127765,3,0,908.179394533247,0,0,0,9.5,7.75,200.107289276772,234.125448702088,79.8439842833878,44.6072232546468,44,7.72579822223634,12.2528902210761,193683,0,0,3,1986.95091787226,0,1,0.917713301023468,2,TRUE,0,1,2,2,3,0,2,0,0,2,0,1,1,6.86691889356967,0.2853611490651,-5.52244434096391,0
29,411,"Male",0,2,1,53483.21,564888.552749681,1,1,684.389661888034,1,0,0,3,6.75,157.797760563765,262.024647667435,38.8737855680565,199.493122104941,35,6.57149658352137,5.66408353345469,2818538,0,1,2,15440.2945736275,0,0,1.25605190149508,0,TRUE,1,1,0,1,2,1,0,0,1,0,3,1,2,6.41008841869293,0.00821368089065944,2.52242344825733,1
39,591,"Female",3,3,1,140469.38,598484.310762837,10,0,911.268331570263,1,0,0,1.5,7,230,212.888259670952,0,56.2981212681115,21,6.76274971687235,4.16772346431389,38712,0,0,1,230.777914723939,593959.234531734,0,1.14424547897652,0,TRUE,0,1,0,3,2,2,0,1,2,1,2,2,0,6.36402336729903,0.225471087440012,4.66432479206219,1
36,533,"Male",7,1,0,156731.91,311029.583949175,9,0,573.109639475216,1,0,0,6.75,9.25,110.23553476821,193.071194729822,44.6015315422496,395.987245470562,23,9.15329221566208,9.41280815354548,2026515,1,0,6,17976.3982952948,162895.528134257,0,1.07569258869626,0,TRUE,0,1,0,2,1,1,0,0,0,3,0,1,0,6.98634402939791,0.193966737284508,5.88506405014053,1
41,553,"Male",9,2,0,81898.81,519188.837290528,4,0,957.431963072989,1,0,0,2.75,3.5,230,174.86206343109,104.412363080831,69.7789817374455,39,3.67125237546861,5.39038963196799,951476,0,0,5,4872.11002643553,0,2,0.843003599019721,2,TRUE,0,1,4,6,1,1,1,3,2,2,2,0,0,5.49405902452802,0.0776905547507582,-3.19240250393546,0
42,520,"Female",6,2,1,34410.55,484623.915701588,9,0,592.521137070248,1,0,0,4.5,4.75,170.491495616779,183.378230093399,102.442034751002,16.532805549109,33,4.69873416633345,7.41491329297423,2360984,0,0,9,15982.6510456653,0,1,0.962750462722033,1,TRUE,0,1,1,3,3,3,0,0,3,0,0,0,2,6.80663603197677,0.125655782427055,1.23892906846824,0
29,722,"Female",9,2,1,142033.07,471928.233290748,10,1,804.163441040464,1,0,0,2.5,6.75,159.829769038348,84.7820204574657,47.1908400563502,198.633942381887,34,7.00192456645891,5.70116198039614,8768278,0,1,7,48699.6294409779,0,2,1.29949589502066,2,TRUE,1,2,3,1,2,1,0,0,1,0,0,0,2,5.66874433158708,0.115797894182935,1.93797473922693,0
45,475,"Female",0,1,1,27822.99,452263.163783921,3,0,472.259340296031,0,0,0,6.75,9,230,225.507189828643,0,72.6223254489771,29,9.2056638111826,9.52491028024815,383081,0,0,1,3248.04353908944,0,0,1.11707303365693,0,TRUE,0,1,0,5,1,0,0,0,1,0,1,4,0,6.29860727191473,0.267062418895186,-4.43002697112227,0
31,490,"Male",3,1,0,114066.77,499002.467893409,9,1,1002.81732017397,1,0,0,7.25,5.25,230,119.09674047876,73.0760091699985,0,33,4.81190633028746,10.160288806539,1283435,0,1,3,11266.4614828236,0,4,0.955995868751779,4,TRUE,1,1,2,1,1,1,3,0,0,2,1,0,2,5.20781103123166,0.149395462107083,-6.21458069731417,0
33,804,"Male",7,1,0,98453.45,474790.427454902,10,0,760.510160110197,1,0,0,7.5,3.25,176.099362361876,177.526463770884,0,2.43354220633499,37,3.58062869263813,10.3843715123367,846300,0,1,12,7486.8162539513,53218.0489564577,0,1.02232164181769,0,TRUE,1,0,0,2,0,1,0,0,1,0,2,1,2,5.19882975508878,0.218324775930574,-2.27742377025567,0
36,850,"Male",7,1,1,40812.9,442253.397550512,5,0,491.783549631244,0,0,0,10,8,157.311101915555,217.086518864802,168.502378341591,30.0865343178129,40,7.60779818496667,13.1059083014261,1821925,0,0,6,20007.16093352,0,1,1.04313978408463,1,TRUE,0,0,0,2,4,0,1,0,2,2,0,1,2,5.26511639490565,0.24369195384208,8.15193958132138,1
41,582,"Male",6,2,0,178074.04,508050.05018315,4,0,543.105634439503,1,0,0,9.75,5.5,230,235.754109247573,0,170.196955719357,38,5.70596120413393,12.8238742512185,3003657,1,0,1,32352.7414226005,9694.97859027343,0,0.752088823029771,0,TRUE,0,0,0,0,2,1,0,2,2,0,2,2,0,5.61146945598765,0.261767585185427,0.142294694287182,0
40,472,"Male",4,1,1,70154.22,537891.973032795,0,0,851.862118331031,0,0,0,5,5.5,230,176.847149220844,194.978002506032,218.068174794597,34,5.76985089154914,7.67614326067269,289106,0,0,7,1997.4751201535,0,1,0.765543641056865,1,TRUE,0,2,1,4,1,1,2,3,3,3,0,1,2,6.76385170419021,0.350216840118002,2.64728612075871,0
51,465,"Female",8,1,0,181297.65,515896.804844526,6,0,885.235446718833,1,0,1,5,2,216.292545972476,94.4458474945773,58.0410469915207,14.0333086726022,36,2.08416729071178,7.52411568537354,3124597,1,0,2,21002.704184719,0,3,0.899864382436499,3,TRUE,0,2,4,0,5,0,1,2,0,0,1,2,2,7.39599021649311,0.199476684617968,-0.0821576098941629,1
61,556,"Female",2,1,1,94153.83,550679.673564691,7,0,886.625375440274,0,1,1,9.75,8,192.713577745267,118.968091556203,40.5154494784053,286.733629029557,40,7.77415266958997,12.7514661762398,1155630,0,0,1,12357.3297193874,0,2,0.986579727847129,2,TRUE,0,0,2,3,0,2,1,1,3,2,1,1,1,5.18247785680247,0.376771071240534,-7.40631713622743,0
49,834,"Female",2,1,0,194365.76,437177.740582606,4,0,672.385825588653,1,0,1,9.75,3.75,166.351682085999,272.002914618505,153.455213303155,93.2299004241762,36,4.0154633752536,12.7216883832589,4227171,1,0,3,45289.8259589505,235500.108434683,0,0.856242615869269,0,TRUE,0,3,0,2,1,2,0,2,1,0,2,1,2,6.30933524199662,0.0710771599183,-0.82035048988404,1
61,660,"Female",5,1,1,158338.39,664754.171354684,0,0,414.372310865497,0,1,1,9.75,6.25,230,220.248519225673,145.255451793335,247.53597895546,32,6.4491595083382,12.7014607952442,5465328,1,0,1,58880.9824380815,0,2,1.17139694690704,4,TRUE,0,0,4,2,7,1,5,0,0,1,1,4,0,6.83866328874363,0.242518282204983,0.157674908717216,0
32,776,"Female",4,2,1,126517.46,422629.987943586,4,0,610.413794774241,1,0,0,5,8,176.567187469884,174.582342902944,34.914748007533,94.403828553275,34,7.79275811463594,8.10849402565509,1316445,0,1,11,9504.36638982332,0,1,0.744233413599432,1,TRUE,1,1,0,2,4,0,3,1,1,0,2,2,2,4.61378484593262,0.281823681303623,1.48627805653364,1
27,829,"Female",9,1,1,119708.21,520334.543930091,7,1,592.504968421199,0,0,0,6,10,212.469395623239,71.1922150352773,93.44998775474,54.9386027413987,18,9.85306185041554,9.2498707533814,3966997,0,1,2,37770.2127828585,0,1,0.967390574514866,1,TRUE,1,1,1,5,1,1,0,2,1,2,5,1,2,4.59764169844041,0.229765576694452,-3.60567658300834,1
39,637,"Female",9,1,1,117622.8,463972.292416918,8,0,599.801893733318,0,0,0,6.25,4.25,223.708003491105,200.132247155767,36.8691543434886,0,33,4.32961564185098,9.19564995262772,556621,0,0,1,4483.55833028197,400785.49758656,0,1.22620632182807,0,TRUE,0,2,0,1,2,2,0,3,1,0,0,0,0,5.59072802793559,0.287710745804926,6.73346205818331,1
38,550,"Male",2,1,0,90878.13,644464.456343984,10,0,1057.22373015655,1,0,0,4.25,8.5,215.875454431898,177.497027248759,65.4392986947247,0,23,8.73584111803211,6.97364839655347,2319058,0,0,3,16889.1783532934,0,1,1.29532890757546,3,TRUE,0,1,5,1,1,0,3,1,0,0,0,0,0,6.38883156505481,0.181407023881977,-1.57379896076687,0
37,776,"Female",2,2,1,194099.12,525410.520125563,6,0,667.911934642518,1,0,0,4.5,6.5,230,237.370005964653,214.998378674707,0,28,6.18252524430864,7.31101097119972,3150835,1,0,15,22062.7850425777,39836.9432844473,0,0.832223310787231,0,TRUE,0,0,0,1,1,1,0,2,1,0,0,0,0,5.22333361348559,0.0808081500514505,-4.88228458478398,0
44,698,"Male",10,2,1,198059.16,397461.462506041,8,0,684.487516013628,1,0,0,4.75,9.25,230,196.709935055519,72.4183547761253,182.621102782965,33,9.74609424406663,7.59530427935533,7360129,1,0,3,50757.8465065679,0,0,0.798456458887085,0,TRUE,0,0,0,0,4,1,0,1,1,1,2,2,0,6.25556265459868,0.131475619580768,4.43023590903778,1
36,585,"Male",5,2,0,86424.57,592571.008087898,4,0,917.83039516509,1,0,0,10,7.25,230,224.984263001817,102.407179646867,60.5399446701741,28,7.02264291141182,12.9489575007465,805733,0,0,8,8937.16859391216,0,1,1.09869778128341,1,TRUE,0,0,0,2,2,1,0,2,0,1,0,1,1,7.25652295465258,0,-0.378409896118774,1
33,788,"Female",5,2,0,116978.19,656626.654954888,4,0,658.348977499353,1,0,0,6,2,230,67.2842073477579,53.1242452509205,180.920309252263,31,2.01133867399767,9.46628350159153,1168838,0,1,4,9744.42046622614,261528.538352751,2,0.861716342857108,2,TRUE,1,2,3,3,1,0,1,0,2,2,1,2,2,6.65463403387547,0.146314759089055,-1.74292458824231,1
41,655,"Male",8,1,0,164040.94,646869.201700359,7,0,942.170674230431,1,0,0,9.5,6,222.830902006503,81.7157074727452,53.7995201999619,0,34,5.72674540290609,12.7756505038124,5534741,1,0,6,59718.5760192023,0,1,1.03601604131982,1,TRUE,0,1,2,4,4,2,3,1,0,1,0,0,2,6.99686635932977,0.197919563555588,-2.17219454067504,0
42,601,"Male",1,1,1,40014.76,462272.297714483,0,0,341.095721748512,0,0,0,9,8.5,144.438455588796,217.118006783309,47.2466620885972,105.879388991598,26,8.22796763107181,11.6395134362392,1445328,0,0,1,14744.6565471125,0,1,1.19114498738199,1,TRUE,0,1,1,1,1,1,1,0,1,1,1,3,1,7.87401278135079,0.23069816245229,3.55039216115393,1
43,619,"Male",1,1,1,113410.49,370983.480657958,8,0,501.805912585329,0,0,0,2,6.25,205.641252716057,273.854478469872,29.9557619477728,147.093977021444,40,5.99880837323144,5.25527686206624,1835799,0,0,4,9164.76289416525,0,1,0.789814895251766,1,TRUE,0,0,2,1,3,1,1,2,1,0,0,1,2,5.16972025950027,0.255222264040526,-0.117976080992884,1
45,656,"Male",5,1,1,87107.57,544476.578216178,7,0,632.149032984546,0,0,0,4.25,8.5,230,154.909359594296,67.9822167585971,89.7525876096752,27,8.96491711470298,7.60779734840617,1315721,0,0,15,9577.32062550146,0,0,0.852131026098505,0,TRUE,0,5,0,1,3,0,0,2,1,0,2,0,2,5.42372864862419,0.219705155426058,-1.76939146826798,0
19,725,"Male",0,1,0,45613.75,553246.933642242,3,1,756.398576387798,1,0,0,7.25,10,230,148.356974521123,143.703710573788,133.447487244935,32,9.58998040901497,10.5869562730659,285989,0,1,4,2612.71137241792,323231.902513265,1,1.12940107299946,1,TRUE,1,0,0,2,2,1,1,1,1,1,2,4,2,5.63015640120658,0.217376977942701,3.13755874148535,1
66,511,"Female",4,1,1,1643.11,309875.157756801,5,0,695.337318096116,0,1,1,4.5,8.75,230,307.822680034212,148.138095460981,158.605216679021,30,8.51858532498591,7.88827248406596,1007010,0,0,3,7310.80047131843,0,1,0.745957882609218,1,TRUE,0,1,0,1,3,0,0,0,1,1,0,1,2,5.65746145988123,0.135937838627131,-4.1459952919285,0
51,614,"Male",4,1,1,46775.28,510283.665018322,5,0,817.532463605799,0,0,1,6.75,3.75,230,141.098347498344,23.1023243130301,176.169026458793,38,3.26101962733082,10.065038600238,657018,0,0,1,5635.73527722887,0,0,1.12199871717021,0,TRUE,0,1,0,3,0,4,0,1,0,2,1,0,0,5.20027829272767,0.196190954568613,-0.652009294004256,0
35,742,"Male",5,1,0,84509.57,386893.622245825,4,0,1107.02388970647,1,0,0,1.75,7.5,230,135.012495192174,129.782447156323,152.836737432214,43,7.22698475047946,4.86203261977062,466358,0,0,28,2157.32171181743,0,0,1.18101523625664,0,TRUE,0,1,0,1,1,1,0,1,2,0,1,0,2,6.62298274937552,0.182654388764291,-1.66237045228048,0
27,687,"Female",9,2,0,126494.82,427211.217877428,10,1,888.17996006422,1,0,0,8.5,5.25,230,189.080507511147,25.7278634579989,95.4390981211435,31,5.17132133268751,11.5006814410444,819690,0,1,1,8088.57989123719,0,2,1.01000165818259,2,TRUE,1,0,3,3,6,0,3,1,1,2,1,2,2,7.30936342555231,0.116467369212405,4.36552614508154,1
33,555,"Male",1,2,0,178798.13,472371.037875515,5,0,718.638447901462,1,0,0,9,8.5,230,192.456212405071,3.84945776246494,96.7949842371997,49,8.07676290511154,12.0637810954358,1420939,1,1,9,14324.8796861693,0,1,1.08537892038003,1,TRUE,1,0,3,2,4,3,2,1,0,0,3,1,0,6.33227472217226,0.269919210788751,0.319959357350525,1
56,684,"Male",8,1,1,99398.36,549160.041289118,7,0,589.998251139787,0,1,1,8,3.25,184.438423659486,124.530502030742,130.659340728574,223.966167209529,42,2.87911813147366,11.0728478610981,387425,0,0,1,3610.15696966569,133368.765904876,0,1.1829204804264,0,TRUE,0,0,0,1,2,3,0,0,1,0,1,0,0,7.2894621098167,0.292393096809041,4.71985412028188,0
26,603,"Male",4,1,1,92840.67,455984.817542985,6,1,826.988882352211,0,0,0,3.75,7.5,230,149.280319100947,69.3632913578015,0,28,7.40518678282388,6.40148938237689,5689885,0,1,1,36453.7386828537,0,2,0.859556478820741,2,TRUE,1,0,1,1,1,1,1,1,1,0,0,0,1,5.39182659530366,0.400761433109967,0.661547174876141,0
36,751,"Female",6,2,1,27758.36,345738.811206252,3,0,474.510189147054,1,0,0,4.75,9.25,230,186.581000955581,121.258810295094,181.947228070738,27,8.9675375695806,8.07791394786909,2492008,0,0,1,18928.3377242735,150436.613432843,1,1.14641839810647,1,TRUE,0,1,3,1,2,1,0,2,2,2,0,2,1,5.78559311590617,0.31986973861923,4.2582360667219,1
34,581,"Female",1,1,1,110431.51,583796.445115439,7,0,670.310489330144,0,0,0,6.5,1.5,114.348805194835,130.081717262497,153.981005004058,160.554297965419,37,1.18166748783551,9.01592486770824,2643953,0,1,7,20607.1974901698,0,1,0.992225746950135,1,TRUE,1,1,0,0,2,2,0,0,2,1,0,2,0,6.67933383466946,0.187651130116003,0.57667011695499,0
43,735,"Male",10,2,1,196673.28,385343.437094968,6,0,761.092016962425,1,0,0,4.75,6.75,219.74673450842,275.012553994137,97.7565715829578,28.0931945207405,38,7.07399159600027,7.56316815060563,503161,1,0,9,3362.87261955285,0,2,0.794280603807419,4,TRUE,0,2,3,3,1,0,2,0,0,1,1,0,2,6.0717202420871,0.147086329639462,4.03581404974028,1
35,661,"Female",5,2,0,113656.85,591000.437884273,10,0,580.117678941816,1,0,0,10,7.5,63.4501814806138,297.734230596505,57.3047352230783,158.017307964778,31,7.56824373151176,13.0359183060937,2432217,0,0,2,26905.1636328732,0,0,1.14597650249489,0,TRUE,0,2,0,2,1,1,0,1,3,0,0,0,0,6.06501331093753,0.162419594871122,7.94441102251474,1
21,675,"Female",8,1,1,18203,341290.415413726,8,1,343.200785542956,0,0,0,5.5,3.75,230,228.321425428145,170.950792670016,122.156871027229,33,4.18092288007028,8.9945154893212,2260302,0,1,3,17870.6412135347,0,1,0.959642512118444,1,TRUE,1,2,1,1,1,2,4,1,1,0,1,0,0,5.3506614108379,0.179872330116547,0.544674433132082,0
58,738,"Male",2,4,1,28373.86,398605.739382418,2,0,573.533458696838,1,1,1,6,2.5,230,89.2607067024458,81.9341258604786,0,36,2.60232986649498,8.92852062382735,2786574,0,0,2,21612.1960609849,0,1,0.816570691531524,2,TRUE,0,0,4,2,1,2,2,1,1,1,0,1,1,6.18717573794021,0.329163647787888,-1.03547132825184,0
29,813,"Male",6,1,1,33953.87,430764.418542889,0,1,434.220044913847,0,0,0,6.25,3,213.05270266408,226.146891860625,0,284.753203843511,28,2.81275564944372,9.60511378897354,8526195,0,1,10,73276.3599275893,0,1,1.11540471180342,2,TRUE,1,2,0,2,1,1,4,2,0,0,2,2,2,4.59189442446466,0.334879086329912,-2.58829483776633,1
